STT,Link chat,Loại việc,Hệ bài chữa,Gửi giáo án,Mã giáo án,Đường dẫn bài nộp,Trạng thái,Thời gian bắt đầu,Thời gian hoàn thành,Xưng hô
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100052867327757&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-APTIS-Trang.docx,Đã làm,18:50,18:55,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100052122705489&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\việt anh.docx,Đã làm,18:50,18:57,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100027851795052&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SCIENCE-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\MUSEUM-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\TRAVEL-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\COMPUTER-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ART-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Walking-Club-APTIS-SV.docx,Đã làm,18:57,19:02,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100034409724296&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\thúy quỳnh.docx,Đã làm,18:57,19:04,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100039465585921&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-ngocbich..docx|D:\HoangLong_Data\Download\COMMUNITY-ngocbich.docx,Đã làm,19:04,19:10,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100017101023147&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV-da-lam.docx|D:\HoangLong_Data\Download\SCIENCE-CLUB-APTIS-SV-da-lam.docx,Đã làm,19:04,19:11,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100009440384071&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-APTIS-SV (2).docx,Đã làm,19:11,,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100056530671776&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,19:11,,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010754203363&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Book-club.docx,Đã làm,10:49,10:53,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100073007086357&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV.docx,Đã làm,10:59,11:03,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010335975729&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Thu Hằng.docx,Đã làm,11:12,11:18,Anh - Em (Mặc định)
22,https://www.facebook.com/messages/t/1565250201135189,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Book-club-1.docx,Đã làm,11:12,11:19,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010941584828&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Walking-Club-APTIS-SV-Kiet-lam.docx|D:\HoangLong_Data\Download\TRAVEL-CLUB-APTIS-SV-Kiet-lam.docx,Đã làm,11:29,11:35,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100061871797857&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-CLUB-Thu-Hà.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-Thu-Hà.docx,Đã làm,11:29,11:37,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010210717879&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV.docx,Đã làm,11:37,11:41,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100022508271376&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-CLUB-APTIS-SV.docx,Đã làm,11:37,11:43,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100002752382272&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ENGLISH CLUB.docx,Đã làm,20:20,20:24,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100033422377410&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\PHOTOGRAPHY-CLUB.docx,Đã làm,20:20,20:26,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=1836780664&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\TEST-3-ENGLISH-CLUB-APTIS-SV-5.docx|D:\HoangLong_Data\Download\TEST-2-Television-club.docx,Đã làm,20:26,20:30,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100040502086390&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\quỳnh anh.docx,Đã làm,20:26,20:31,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100012697060404&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-APTIS-MinhKiet.docx,Đã làm,20:31,20:35,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100004048368938&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ngọc lê.docx,Đã làm,20:31,20:36,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100093983584080&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV-ngày-3.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV-ngày-3.docx,Đã làm,20:36,20:40,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100005977001909&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\minh châu.docx,Đã làm,20:36,20:42,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100057180544497&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\food20club.docx|D:\HoangLong_Data\Download\FITNESS-CLUB.docx,Đã làm,20:42,20:47,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100014954237281&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\TELEVISION-CLUB-APTIS-SV-2.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV-2.docx,Đã làm,20:42,20:49,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100025700640911&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV-2 (1).docx,Đã làm,20:49,20:53,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100007064971223&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\att.dhLHz6sHyurKI0SvWUzhW04DB-A4SjdRqyJonYMFjBU-1.docx,Đã làm,20:49,20:55,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100010213449879&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\ngọc anh.docx,Đã làm,20:55,20:59,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100060386807503&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\thanh tâm.docx,Đã làm,20:55,21:01,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100000206645156&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\john nguyễn.docx,Đã làm,21:01,,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100020465362729&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx,Đã làm,21:01,,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100000260838193&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV-Bài-làm-của-Thanh-Nhàn.docx,Đã làm,,,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/t/1663797834945180,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Minh thúy.docx,Đã làm,22:15,22:18,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/t/35904561019190651,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV-1.docx,Đã làm,22:15,22:20,Anh - Em (Mặc định)
3,https://www.facebook.com/messages/t/1569166304220066,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\COMPUTER-CLUB.docx|D:\HoangLong_Data\Download\Debate-Club.docx,Đã làm,22:20,22:23,Anh - Em (Mặc định)
4,https://www.facebook.com/messages/t/9582773748490845,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Như ý.docx,Đã làm,22:20,22:24,Anh - Em (Mặc định)
5,https://www.facebook.com/messages/t/7159054104172605,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,22:24,22:26,Anh - Em (Mặc định)
6,https://www.facebook.com/messages/t/2028030561143627,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TRAVEL-CLUB-APTIS-SV.docx,Đã làm,22:24,22:27,Anh - Em (Mặc định)
7,https://www.facebook.com/messages/t/961136050244547,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\trung kiên.docx,Đã làm,22:27,22:30,Anh - Em (Mặc định)
8,https://www.facebook.com/messages/t/35978044661843342,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Debate-Club (1).docx|D:\HoangLong_Data\Download\Book-club.docx,Đã làm,22:27,22:31,Anh - Em (Mặc định)
9,https://www.facebook.com/messages/t/8020823197928687,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ART-CLUB.docx,Đã làm,22:31,22:33,Anh - Em (Mặc định)
10,https://www.facebook.com/messages/t/1001724242783850,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TÀI-LIỆU.docx,Đã làm,22:36,22:39,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014277435629&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SCIENCE-CLUB.docx|D:\HoangLong_Data\Download\Museum-club.docx,Đã làm,21:43,21:47,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100081910895771&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\tiến anh.docx,Đã làm,21:43,21:49,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100025070746883&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\10.-LANGUAGE-CLUB-CHỮA-ĐỀ.docx|D:\HoangLong_Data\Download\11.-PHOTOGRAPHY-CLUB-CHỮA-ĐỀ.docx,Đã làm,21:49,21:55,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100018542919142&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-CLUB.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB.docx|D:\HoangLong_Data\Download\FOOD-CLUB.docx,Đã làm,21:49,21:57,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100027827841974&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ART-CLUB-APTIS-SV-NHN.docx|D:\HoangLong_Data\Download\ART-CLUB-APTIS-SV-NHN (1).docx,Đã làm,21:57,22:01,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100056530671776&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Fast-food.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx,Đã làm,21:57,22:03,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100052867327757&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-Trang.docx|D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-Trang.docx,Đã làm,22:03,22:08,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61550678003754&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV (1).docx,Đã làm,22:03,22:09,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100028695032166&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV.docx,Đã làm,22:09,22:14,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100003889528100&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\nguyễn phượng.docx,Đã làm,22:09,22:15,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100025700640911&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV1.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,22:15,22:20,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100015645667335&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 6,D:\HoangLong_Data\Download\TASK-2-TOURISM-DISCUSS-PARTLY-AGRRE (1).docx|D:\HoangLong_Data\Download\TASK-2-SỬ-DỤNG-ĐIỆN-THOẠI-Ở-NƠI-LÀM-VIỆC-DISCUSS-PARTLY-AGREE (1).docx,Đã làm,22:15,22:22,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100003656621738&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\MUSEUM-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\SCIENCE-CLUB-APTIS-SV.docx,Đã làm,22:22,22:24,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100030352173235&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV (1).docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV (2).docx,Đã làm,22:22,22:27,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100042153155155&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\ENGLISH-CLUB-nộp.docx|D:\HoangLong_Data\Download\television-club-nộp.docx,Đã làm,22:27,22:31,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100053627352818&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\food-club (1).docx|D:\HoangLong_Data\Download\FITNESS-CLUB.docx,Đã làm,22:27,22:33,Anh - Em (Mặc định)
